,run,episode,game type,agent,reward,penalty,share_cooperators,successful_sanction_c,successful_sanction_d,C-,D-,CC,CD,DC,DD
3801,0,3800,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
3901,0,3900,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
4000,0,3999,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
4001,1,0,NPIPD penalties True,sum,324.0,-70,,7,4,7,3,5,6,6,5
4101,1,100,NPIPD penalties True,sum,169.0,-70,,4,5,0,7,6,7,9,3
4201,1,200,NPIPD penalties True,sum,144.0,-70,,1,11,4,2,0,8,3,15
4301,1,300,NPIPD penalties True,sum,100.0,-70,,2,11,1,4,3,6,1,17
4401,1,400,NPIPD penalties True,sum,196.0,-70,,1,11,3,1,2,9,0,17
4501,1,500,NPIPD penalties True,sum,484.0,-70,,3,7,0,0,4,18,0,10
4601,1,600,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,6,22,0,4
4701,1,700,NPIPD penalties True,sum,900.0,-70,,5,1,0,0,7,23,0,2
4801,1,800,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
4901,1,900,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,7,23,0,2
5001,1,1000,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
5101,1,1100,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,7,23,0,2
5201,1,1200,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
5301,1,1300,NPIPD penalties True,sum,900.0,-70,,5,1,0,0,7,23,0,2
5401,1,1400,NPIPD penalties True,sum,900.0,-70,,6,1,0,0,7,23,0,2
5501,1,1500,NPIPD penalties True,sum,900.0,-70,,5,1,0,0,7,23,0,2
5601,1,1600,NPIPD penalties True,sum,900.0,-70,,6,1,0,0,7,23,0,2
5701,1,1700,NPIPD penalties True,sum,900.0,-70,,5,1,0,0,7,23,0,2
5801,1,1800,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
5901,1,1900,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
6001,1,2000,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
6101,1,2100,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
6201,1,2200,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
6301,1,2300,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,7,23,0,2
6401,1,2400,NPIPD penalties True,sum,900.0,-70,,6,1,0,0,7,23,0,2
6501,1,2500,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
6601,1,2600,NPIPD penalties True,sum,900.0,-70,,5,0,0,0,7,23,0,2
6701,1,2700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,7,23,0,2
6801,1,2800,NPIPD penalties True,sum,900.0,-70,,6,1,0,0,7,23,0,2
6901,1,2900,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
7001,1,3000,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
7101,1,3100,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
7201,1,3200,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
7301,1,3300,NPIPD penalties True,sum,900.0,-70,,5,1,0,0,7,23,0,2
7401,1,3400,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
7501,1,3500,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
7601,1,3600,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
7701,1,3700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,7,23,0,2
7801,1,3800,NPIPD penalties True,sum,900.0,-70,,6,2,0,0,7,23,0,2
7901,1,3900,NPIPD penalties True,sum,900.0,-70,,7,2,0,0,7,23,0,2
8000,1,3999,NPIPD penalties True,sum,900.0,-70,,5,1,0,0,7,23,0,2
8001,2,0,NPIPD penalties True,sum,361.0,-70,,5,2,7,6,4,8,5,2
8101,2,100,NPIPD penalties True,sum,256.0,-70,,1,4,6,3,2,8,6,7
8201,2,200,NPIPD penalties True,sum,36.0,-70,,1,13,1,4,2,3,6,16
8301,2,300,NPIPD penalties True,sum,144.0,-70,,3,8,1,6,3,8,5,9
8401,2,400,NPIPD penalties True,sum,256.0,-70,,3,10,3,0,0,13,3,13
8501,2,500,NPIPD penalties True,sum,625.0,-70,,4,6,0,0,3,22,1,6
8601,2,600,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,4,26,1,1
8701,2,700,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,4,26,1,1
8801,2,800,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,4,26,1,1
8901,2,900,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,4,26,1,1
9001,2,1000,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,4,26,1,1
9101,2,1100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9201,2,1200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9301,2,1300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9401,2,1400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9501,2,1500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9601,2,1600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9701,2,1700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9801,2,1800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
9901,2,1900,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
10001,2,2000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
10101,2,2100,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
10201,2,2200,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
10301,2,2300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
10401,2,2400,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
10501,2,2500,NPIPD penalties True,sum,961.0,-70,,3,0,0,0,4,27,1,0
10601,2,2600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
10701,2,2700,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
10801,2,2800,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
10901,2,2900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11001,2,3000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11101,2,3100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11201,2,3200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11301,2,3300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11401,2,3400,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
11501,2,3500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11601,2,3600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11701,2,3700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
11801,2,3800,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
11901,2,3900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
12000,2,3999,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
12001,3,0,NPIPD penalties True,sum,256.0,-70,,5,2,5,5,6,5,6,5
12101,3,100,NPIPD penalties True,sum,441.0,-70,,4,4,6,3,5,10,4,4
12201,3,200,NPIPD penalties True,sum,144.0,-70,,4,9,2,1,3,7,7,12
12301,3,300,NPIPD penalties True,sum,196.0,-70,,2,7,3,3,1,10,7,8
12401,3,400,NPIPD penalties True,sum,169.0,-70,,3,14,0,1,1,12,3,15
12501,3,500,NPIPD penalties True,sum,576.0,-70,,2,6,0,0,2,22,2,6
12601,3,600,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
12701,3,700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
12801,3,800,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
12901,3,900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13001,3,1000,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13101,3,1100,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13201,3,1200,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
13301,3,1300,NPIPD penalties True,sum,841.0,-70,,5,3,0,0,3,26,2,1
13401,3,1400,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13501,3,1500,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
13601,3,1600,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13701,3,1700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13801,3,1800,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
13901,3,1900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
14001,3,2000,NPIPD penalties True,sum,900.0,-70,,3,0,0,0,3,27,2,0
14101,3,2100,NPIPD penalties True,sum,900.0,-70,,3,0,0,0,3,27,2,0
14201,3,2200,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
14301,3,2300,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
14401,3,2400,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
14501,3,2500,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
14601,3,2600,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
14701,3,2700,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
14801,3,2800,NPIPD penalties True,sum,900.0,-70,,3,0,0,0,3,27,2,0
14901,3,2900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15001,3,3000,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15101,3,3100,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15201,3,3200,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15301,3,3300,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15401,3,3400,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15501,3,3500,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
15601,3,3600,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15701,3,3700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15801,3,3800,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
15901,3,3900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
16000,3,3999,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
16001,4,0,NPIPD penalties True,sum,225.0,-70,,4,4,7,10,6,2,3,4
16101,4,100,NPIPD penalties True,sum,121.0,-70,,2,9,3,5,2,6,7,9
16201,4,200,NPIPD penalties True,sum,49.0,-70,,2,8,4,6,1,2,7,12
16301,4,300,NPIPD penalties True,sum,169.0,-70,,1,11,2,0,0,11,4,15
16401,4,400,NPIPD penalties True,sum,169.0,-70,,2,10,2,1,3,8,1,17
16501,4,500,NPIPD penalties True,sum,576.0,-70,,2,7,0,0,1,23,2,6
16601,4,600,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,3,25,3,1
16701,4,700,NPIPD penalties True,sum,784.0,-70,,4,3,0,0,3,25,3,1
16801,4,800,NPIPD penalties True,sum,784.0,-70,,6,4,0,0,3,25,3,1
16901,4,900,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,3,25,3,1
17001,4,1000,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
17101,4,1100,NPIPD penalties True,sum,841.0,-70,,5,3,0,0,3,26,3,0
17201,4,1200,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
17301,4,1300,NPIPD penalties True,sum,841.0,-70,,4,1,0,0,3,26,3,0
17401,4,1400,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
17501,4,1500,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
17601,4,1600,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
17701,4,1700,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
17801,4,1800,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
17901,4,1900,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18001,4,2000,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18101,4,2100,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
18201,4,2200,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18301,4,2300,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
18401,4,2400,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18501,4,2500,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18601,4,2600,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
18701,4,2700,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18801,4,2800,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
18901,4,2900,NPIPD penalties True,sum,841.0,-70,,5,3,0,0,3,26,3,0
19001,4,3000,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
19101,4,3100,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
19201,4,3200,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
19301,4,3300,NPIPD penalties True,sum,841.0,-70,,4,1,0,0,3,26,3,0
19401,4,3400,NPIPD penalties True,sum,841.0,-70,,5,3,0,0,3,26,3,0
19501,4,3500,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
19601,4,3600,NPIPD penalties True,sum,841.0,-70,,4,2,0,0,3,26,3,0
19701,4,3700,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
19801,4,3800,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,3,26,3,0
19901,4,3900,NPIPD penalties True,sum,841.0,-70,,3,1,0,0,3,26,3,0
20000,4,3999,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,3,26,3,0
20001,5,0,NPIPD penalties True,sum,400.0,-70,,7,6,1,6,9,10,3,3
20101,5,100,NPIPD penalties True,sum,225.0,-70,,4,7,2,6,4,9,7,4
20201,5,200,NPIPD penalties True,sum,144.0,-70,,1,5,2,2,8,2,6,12
20301,5,300,NPIPD penalties True,sum,169.0,-70,,5,9,2,2,4,7,1,16
20401,5,400,NPIPD penalties True,sum,144.0,-70,,2,14,1,0,1,10,1,19
20501,5,500,NPIPD penalties True,sum,625.0,-70,,2,5,0,0,3,22,0,7
20601,5,600,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,4,26,0,2
20701,5,700,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,4,26,1,1
20801,5,800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
20901,5,900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21001,5,1000,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
21101,5,1100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21201,5,1200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21301,5,1300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21401,5,1400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21501,5,1500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21601,5,1600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21701,5,1700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
21801,5,1800,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
21901,5,1900,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
22001,5,2000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
22101,5,2100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
22201,5,2200,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
22301,5,2300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
22401,5,2400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
22501,5,2500,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
22601,5,2600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
22701,5,2700,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
22801,5,2800,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
22901,5,2900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23001,5,3000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23101,5,3100,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
23201,5,3200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23301,5,3300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23401,5,3400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23501,5,3500,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
23601,5,3600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23701,5,3700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23801,5,3800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
23901,5,3900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
24000,5,3999,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
24001,6,0,NPIPD penalties True,sum,225.0,-70,,5,3,4,6,8,3,6,5
24101,6,100,NPIPD penalties True,sum,144.0,-70,,3,9,2,3,5,5,6,11
24201,6,200,NPIPD penalties True,sum,169.0,-70,,1,7,5,2,2,6,6,11
24301,6,300,NPIPD penalties True,sum,121.0,-70,,0,10,5,2,0,6,3,16
24401,6,400,NPIPD penalties True,sum,256.0,-70,,0,13,1,0,0,15,0,16
24501,6,500,NPIPD penalties True,sum,625.0,-70,,2,6,0,0,0,25,2,5
24601,6,600,NPIPD penalties True,sum,841.0,-70,,2,3,0,0,0,29,2,1
24701,6,700,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
24801,6,800,NPIPD penalties True,sum,900.0,-70,,0,0,0,0,0,30,2,0
24901,6,900,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25001,6,1000,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25101,6,1100,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25201,6,1200,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25301,6,1300,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25401,6,1400,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25501,6,1500,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25601,6,1600,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25701,6,1700,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25801,6,1800,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
25901,6,1900,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26001,6,2000,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26101,6,2100,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26201,6,2200,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26301,6,2300,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26401,6,2400,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26501,6,2500,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26601,6,2600,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26701,6,2700,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26801,6,2800,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
26901,6,2900,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27001,6,3000,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27101,6,3100,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27201,6,3200,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27301,6,3300,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27401,6,3400,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27501,6,3500,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27601,6,3600,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27701,6,3700,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27801,6,3800,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
27901,6,3900,NPIPD penalties True,sum,900.0,-70,,0,0,0,0,0,30,2,0
28000,6,3999,NPIPD penalties True,sum,900.0,-70,,2,2,0,0,0,30,2,0
28001,7,0,NPIPD penalties True,sum,196.0,-70,,2,4,7,5,4,3,4,9
28101,7,100,NPIPD penalties True,sum,121.0,-70,,4,8,3,3,5,3,6,12
28201,7,200,NPIPD penalties True,sum,100.0,-70,,3,7,4,2,3,3,7,13
28301,7,300,NPIPD penalties True,sum,225.0,-70,,3,7,3,0,4,8,3,14
28401,7,400,NPIPD penalties True,sum,225.0,-70,,0,9,0,0,3,12,2,15
28501,7,500,NPIPD penalties True,sum,729.0,-70,,3,5,0,0,3,24,0,5
28601,7,600,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
28701,7,700,NPIPD penalties True,sum,900.0,-70,,3,1,0,0,3,27,2,0
28801,7,800,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
28901,7,900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
29001,7,1000,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
29101,7,1100,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
29201,7,1200,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
29301,7,1300,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
29401,7,1400,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
29501,7,1500,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
29601,7,1600,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
29701,7,1700,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
29801,7,1800,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
29901,7,1900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30001,7,2000,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
30101,7,2100,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30201,7,2200,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
