,run,episode,game type,agent,reward,penalty,share_cooperators,successful_sanction_c,successful_sanction_d,C-,D-,CC,CD,DC,DD
30301,7,2300,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30401,7,2400,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
30501,7,2500,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30601,7,2600,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30701,7,2700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30801,7,2800,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
30901,7,2900,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31001,7,3000,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31101,7,3100,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
31201,7,3200,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31301,7,3300,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31401,7,3400,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31501,7,3500,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
31601,7,3600,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31701,7,3700,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31801,7,3800,NPIPD penalties True,sum,900.0,-70,,5,2,0,0,3,27,2,0
31901,7,3900,NPIPD penalties True,sum,900.0,-70,,4,1,0,0,3,27,2,0
32000,7,3999,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,2,0
32001,8,0,NPIPD penalties True,sum,144.0,-70,,4,6,3,5,4,5,9,6
32101,8,100,NPIPD penalties True,sum,225.0,-70,,5,4,5,5,4,6,7,5
32201,8,200,NPIPD penalties True,sum,81.0,-70,,4,10,2,3,2,5,10,10
32301,8,300,NPIPD penalties True,sum,81.0,-70,,3,9,3,0,3,3,5,18
32401,8,400,NPIPD penalties True,sum,100.0,-70,,2,14,0,0,2,8,3,19
32501,8,500,NPIPD penalties True,sum,400.0,-70,,3,10,0,0,3,17,1,11
32601,8,600,NPIPD penalties True,sum,729.0,-70,,3,3,0,0,4,23,1,4
32701,8,700,NPIPD penalties True,sum,784.0,-70,,4,3,0,0,4,24,1,3
32801,8,800,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,4,25,2,1
32901,8,900,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
33001,8,1000,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
33101,8,1100,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
33201,8,1200,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
33301,8,1300,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
33401,8,1400,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
33501,8,1500,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
33601,8,1600,NPIPD penalties True,sum,841.0,-70,,5,1,0,0,4,25,3,0
33701,8,1700,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
33801,8,1800,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
33901,8,1900,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
34001,8,2000,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
34101,8,2100,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
34201,8,2200,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
34301,8,2300,NPIPD penalties True,sum,841.0,-70,,5,1,0,0,4,25,3,0
34401,8,2400,NPIPD penalties True,sum,841.0,-70,,5,2,1,0,3,25,3,0
34501,8,2500,NPIPD penalties True,sum,841.0,-70,,5,1,0,0,4,25,3,0
34601,8,2600,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
34701,8,2700,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
34801,8,2800,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
34901,8,2900,NPIPD penalties True,sum,841.0,-70,,4,1,0,0,4,25,3,0
35001,8,3000,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
35101,8,3100,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
35201,8,3200,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
35301,8,3300,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
35401,8,3400,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
35501,8,3500,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
35601,8,3600,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,4,25,3,0
35701,8,3700,NPIPD penalties True,sum,841.0,-70,,4,0,0,0,4,25,3,0
35801,8,3800,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,4,25,3,0
35901,8,3900,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
36000,8,3999,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,4,25,3,0
36001,9,0,NPIPD penalties True,sum,225.0,-70,,8,8,3,4,8,4,5,8
36101,9,100,NPIPD penalties True,sum,144.0,-70,,5,11,2,5,3,7,7,8
36201,9,200,NPIPD penalties True,sum,100.0,-70,,4,11,3,3,2,5,7,12
36301,9,300,NPIPD penalties True,sum,121.0,-70,,0,7,2,2,3,6,6,13
36401,9,400,NPIPD penalties True,sum,169.0,-70,,1,13,1,1,2,10,3,15
36501,9,500,NPIPD penalties True,sum,324.0,-70,,2,10,0,0,3,15,1,13
36601,9,600,NPIPD penalties True,sum,729.0,-70,,5,3,0,0,5,22,1,4
36701,9,700,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,5,23,1,3
36801,9,800,NPIPD penalties True,sum,784.0,-70,,4,3,0,0,5,23,1,3
36901,9,900,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,5,23,1,3
37001,9,1000,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,5,23,1,3
37101,9,1100,NPIPD penalties True,sum,784.0,-70,,3,1,0,0,5,23,1,3
37201,9,1200,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,5,23,1,3
37301,9,1300,NPIPD penalties True,sum,784.0,-70,,6,4,0,0,5,23,1,3
37401,9,1400,NPIPD penalties True,sum,784.0,-70,,6,3,0,0,5,23,2,2
37501,9,1500,NPIPD penalties True,sum,784.0,-70,,7,4,0,0,5,23,2,2
37601,9,1600,NPIPD penalties True,sum,784.0,-70,,6,3,0,0,5,23,2,2
37701,9,1700,NPIPD penalties True,sum,784.0,-70,,5,3,0,0,5,23,2,2
37801,9,1800,NPIPD penalties True,sum,784.0,-70,,6,3,0,0,5,23,2,2
37901,9,1900,NPIPD penalties True,sum,841.0,-70,,5,1,0,0,5,24,2,1
38001,9,2000,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,5,24,2,1
38101,9,2100,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,5,24,2,1
38201,9,2200,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,5,24,2,1
38301,9,2300,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,5,24,2,1
38401,9,2400,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,5,24,2,1
38501,9,2500,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
38601,9,2600,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,5,24,2,1
38701,9,2700,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
38801,9,2800,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,5,24,2,1
38901,9,2900,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
39001,9,3000,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
39101,9,3100,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
39201,9,3200,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,5,24,2,1
39301,9,3300,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,5,24,2,1
39401,9,3400,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
39501,9,3500,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,5,24,2,1
39601,9,3600,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,5,24,2,1
39701,9,3700,NPIPD penalties True,sum,841.0,-70,,6,2,0,0,5,24,2,1
39801,9,3800,NPIPD penalties True,sum,841.0,-70,,7,3,0,0,5,24,2,1
39901,9,3900,NPIPD penalties True,sum,841.0,-70,,6,3,0,0,5,24,2,1
40000,9,3999,NPIPD penalties True,sum,841.0,-70,,5,2,0,0,5,24,2,1
40001,10,0,NPIPD penalties True,sum,400.0,-70,,5,2,9,2,6,5,5,5
40101,10,100,NPIPD penalties True,sum,324.0,-70,,5,6,6,1,6,6,5,8
40201,10,200,NPIPD penalties True,sum,196.0,-70,,3,8,2,5,6,6,5,8
40301,10,300,NPIPD penalties True,sum,100.0,-70,,1,12,2,2,2,6,2,18
40401,10,400,NPIPD penalties True,sum,144.0,-70,,1,11,0,0,0,12,4,16
40501,10,500,NPIPD penalties True,sum,900.0,-70,,1,2,0,0,1,29,0,2
40601,10,600,NPIPD penalties True,sum,961.0,-70,,1,1,0,0,1,30,0,1
40701,10,700,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
40801,10,800,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
40901,10,900,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41001,10,1000,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41101,10,1100,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41201,10,1200,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41301,10,1300,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41401,10,1400,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41501,10,1500,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41601,10,1600,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41701,10,1700,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41801,10,1800,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
41901,10,1900,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42001,10,2000,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42101,10,2100,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42201,10,2200,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42301,10,2300,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42401,10,2400,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42501,10,2500,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42601,10,2600,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42701,10,2700,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42801,10,2800,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
42901,10,2900,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43001,10,3000,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43101,10,3100,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43201,10,3200,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43301,10,3300,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43401,10,3400,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43501,10,3500,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43601,10,3600,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43701,10,3700,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43801,10,3800,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
43901,10,3900,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
44000,10,3999,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,2,30,0,0
44001,11,0,NPIPD penalties True,sum,196.0,-70,,5,6,4,5,6,4,7,6
44101,11,100,NPIPD penalties True,sum,144.0,-70,,4,7,2,6,7,3,3,11
44201,11,200,NPIPD penalties True,sum,121.0,-70,,2,10,5,4,2,4,3,14
44301,11,300,NPIPD penalties True,sum,81.0,-70,,2,12,1,2,3,5,1,20
44401,11,400,NPIPD penalties True,sum,256.0,-70,,0,8,2,2,2,12,0,14
44501,11,500,NPIPD penalties True,sum,841.0,-70,,4,3,0,0,4,25,0,3
44601,11,600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
44701,11,700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
44801,11,800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
44901,11,900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45001,11,1000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45101,11,1100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45201,11,1200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45301,11,1300,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
45401,11,1400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45501,11,1500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45601,11,1600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
45701,11,1700,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
45801,11,1800,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
45901,11,1900,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
46001,11,2000,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
46101,11,2100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
46201,11,2200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
46301,11,2300,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
46401,11,2400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
46501,11,2500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
46601,11,2600,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
46701,11,2700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
46801,11,2800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
46901,11,2900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47001,11,3000,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
47101,11,3100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47201,11,3200,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47301,11,3300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47401,11,3400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47501,11,3500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47601,11,3600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47701,11,3700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
47801,11,3800,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
47901,11,3900,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
48000,11,3999,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
48001,12,0,NPIPD penalties True,sum,100.0,-70,,3,7,2,8,4,4,8,6
48101,12,100,NPIPD penalties True,sum,144.0,-70,,2,5,2,6,4,6,7,7
48201,12,200,NPIPD penalties True,sum,196.0,-70,,4,2,4,4,7,3,8,6
48301,12,300,NPIPD penalties True,sum,64.0,-70,,0,10,2,2,3,3,1,21
48401,12,400,NPIPD penalties True,sum,49.0,-70,,1,12,1,1,3,3,0,24
48501,12,500,NPIPD penalties True,sum,169.0,-70,,1,11,0,0,2,11,0,19
48601,12,600,NPIPD penalties True,sum,784.0,-70,,2,3,0,0,3,25,0,4
48701,12,700,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
48801,12,800,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
48901,12,900,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49001,12,1000,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49101,12,1100,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49201,12,1200,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49301,12,1300,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49401,12,1400,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49501,12,1500,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49601,12,1600,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49701,12,1700,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49801,12,1800,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
49901,12,1900,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50001,12,2000,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50101,12,2100,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50201,12,2200,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50301,12,2300,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50401,12,2400,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50501,12,2500,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50601,12,2600,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50701,12,2700,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50801,12,2800,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
50901,12,2900,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,3,29,0,0
51001,12,3000,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51101,12,3100,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51201,12,3200,NPIPD penalties True,sum,1024.0,-70,,2,0,0,0,3,29,0,0
51301,12,3300,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51401,12,3400,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51501,12,3500,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51601,12,3600,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51701,12,3700,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51801,12,3800,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
51901,12,3900,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
52000,12,3999,NPIPD penalties True,sum,1024.0,-70,,3,0,0,0,3,29,0,0
52001,13,0,NPIPD penalties True,sum,225.0,-70,,5,2,3,9,9,3,3,5
52101,13,100,NPIPD penalties True,sum,169.0,-70,,6,9,3,3,3,7,9,7
52201,13,200,NPIPD penalties True,sum,169.0,-70,,2,7,2,5,5,6,3,11
52301,13,300,NPIPD penalties True,sum,169.0,-70,,0,10,3,3,2,8,1,15
52401,13,400,NPIPD penalties True,sum,144.0,-70,,1,10,1,3,3,8,1,16
52501,13,500,NPIPD penalties True,sum,484.0,-70,,2,8,0,0,2,20,1,9
52601,13,600,NPIPD penalties True,sum,625.0,-70,,6,7,0,0,3,22,3,4
52701,13,700,NPIPD penalties True,sum,784.0,-70,,9,3,0,0,6,22,4,0
52801,13,800,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
52901,13,900,NPIPD penalties True,sum,784.0,-70,,9,4,0,0,6,22,4,0
53001,13,1000,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
53101,13,1100,NPIPD penalties True,sum,784.0,-70,,6,1,0,0,6,22,4,0
53201,13,1200,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
53301,13,1300,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
53401,13,1400,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
53501,13,1500,NPIPD penalties True,sum,784.0,-70,,6,1,0,0,6,22,4,0
53601,13,1600,NPIPD penalties True,sum,784.0,-70,,9,4,0,0,6,22,4,0
53701,13,1700,NPIPD penalties True,sum,784.0,-70,,9,3,0,0,6,22,4,0
53801,13,1800,NPIPD penalties True,sum,784.0,-70,,8,2,0,0,6,22,4,0
53901,13,1900,NPIPD penalties True,sum,784.0,-70,,8,2,0,0,6,22,4,0
54001,13,2000,NPIPD penalties True,sum,784.0,-70,,9,3,0,0,6,22,4,0
54101,13,2100,NPIPD penalties True,sum,784.0,-70,,9,3,0,0,6,22,4,0
54201,13,2200,NPIPD penalties True,sum,784.0,-70,,8,4,0,0,6,22,4,0
54301,13,2300,NPIPD penalties True,sum,784.0,-70,,7,2,0,0,6,22,4,0
54401,13,2400,NPIPD penalties True,sum,784.0,-70,,6,1,0,0,6,22,4,0
54501,13,2500,NPIPD penalties True,sum,784.0,-70,,9,4,0,0,6,22,4,0
54601,13,2600,NPIPD penalties True,sum,784.0,-70,,8,4,0,0,6,22,3,1
54701,13,2700,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
54801,13,2800,NPIPD penalties True,sum,784.0,-70,,9,3,0,0,6,22,4,0
54901,13,2900,NPIPD penalties True,sum,784.0,-70,,6,1,0,0,6,22,4,0
55001,13,3000,NPIPD penalties True,sum,784.0,-70,,9,4,0,0,6,22,4,0
55101,13,3100,NPIPD penalties True,sum,784.0,-70,,9,4,0,0,6,22,4,0
55201,13,3200,NPIPD penalties True,sum,784.0,-70,,7,1,0,0,6,22,4,0
55301,13,3300,NPIPD penalties True,sum,784.0,-70,,5,1,0,0,6,22,4,0
55401,13,3400,NPIPD penalties True,sum,784.0,-70,,8,3,0,0,6,22,4,0
55501,13,3500,NPIPD penalties True,sum,784.0,-70,,9,3,0,0,6,22,4,0
55601,13,3600,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
55701,13,3700,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
55801,13,3800,NPIPD penalties True,sum,784.0,-70,,8,3,0,0,6,22,4,0
55901,13,3900,NPIPD penalties True,sum,784.0,-70,,10,4,0,0,6,22,4,0
56000,13,3999,NPIPD penalties True,sum,784.0,-70,,9,4,0,0,6,22,4,0
56001,14,0,NPIPD penalties True,sum,256.0,-70,,4,5,8,5,3,5,6,5
56101,14,100,NPIPD penalties True,sum,256.0,-70,,6,6,4,3,6,6,4,9
56201,14,200,NPIPD penalties True,sum,36.0,-70,,2,10,2,2,0,4,13,11
56301,14,300,NPIPD penalties True,sum,100.0,-70,,1,13,0,2,2,8,0,20
56401,14,400,NPIPD penalties True,sum,225.0,-70,,1,10,2,1,4,9,2,14
56501,14,500,NPIPD penalties True,sum,484.0,-70,,3,10,0,0,3,19,0,10
56601,14,600,NPIPD penalties True,sum,900.0,-70,,3,1,0,0,3,27,1,1
56701,14,700,NPIPD penalties True,sum,900.0,-70,,4,2,0,0,3,27,1,1
56801,14,800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
56901,14,900,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
57001,14,1000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
57101,14,1100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
57201,14,1200,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
57301,14,1300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
57401,14,1400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
57501,14,1500,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
57601,14,1600,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
57701,14,1700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
57801,14,1800,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
57901,14,1900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58001,14,2000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58101,14,2100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58201,14,2200,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
58301,14,2300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58401,14,2400,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58501,14,2500,NPIPD penalties True,sum,961.0,-70,,4,0,0,0,4,27,1,0
58601,14,2600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58701,14,2700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58801,14,2800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
58901,14,2900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59001,14,3000,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59101,14,3100,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59201,14,3200,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
59301,14,3300,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59401,14,3400,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
59501,14,3500,NPIPD penalties True,sum,961.0,-70,,4,1,0,0,4,27,1,0
59601,14,3600,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59701,14,3700,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59801,14,3800,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
59901,14,3900,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
60000,14,3999,NPIPD penalties True,sum,961.0,-70,,5,1,0,0,4,27,1,0
60001,15,0,NPIPD penalties True,sum,196.0,-70,,6,8,4,4,2,8,7,7
60101,15,100,NPIPD penalties True,sum,144.0,-70,,5,7,3,3,4,5,9,8
60201,15,200,NPIPD penalties True,sum,121.0,-70,,2,5,6,4,2,3,7,10
60301,15,300,NPIPD penalties True,sum,144.0,-70,,2,11,2,2,3,7,3,15
