,run,episode,game type,agent,reward,penalty,share_cooperators,successful_sanction_c,successful_sanction_d,C-,D-,CC,CD,DC,DD
59201,14,3200,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,8,55,1,0
59301,14,3300,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,8,55,1,0
59401,14,3400,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,8,55,1,0
59501,14,3500,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,8,55,1,0
59601,14,3600,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,8,55,1,0
59701,14,3700,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,8,55,1,0
59801,14,3800,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,8,55,1,0
59901,14,3900,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,8,55,1,0
60000,14,3999,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,8,55,1,0
60001,15,0,NPIPD penalties True,sum,961.0,-160,,10,9,9,6,15,7,12,15
60101,15,100,NPIPD penalties True,sum,841.0,-160,,9,17,6,10,6,17,12,13
60201,15,200,NPIPD penalties True,sum,729.0,-160,,5,15,6,8,6,15,10,19
60301,15,300,NPIPD penalties True,sum,441.0,-160,,2,23,2,4,4,15,9,30
60401,15,400,NPIPD penalties True,sum,1089.0,-160,,7,21,1,2,7,25,5,24
60501,15,500,NPIPD penalties True,sum,2601.0,-160,,5,8,0,0,7,44,1,12
60601,15,600,NPIPD penalties True,sum,3600.0,-160,,11,3,0,0,10,50,3,1
60701,15,700,NPIPD penalties True,sum,3721.0,-160,,12,2,0,0,11,50,3,0
60801,15,800,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,11,50,3,0
60901,15,900,NPIPD penalties True,sum,3721.0,-160,,12,3,0,0,11,50,3,0
61001,15,1000,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
61101,15,1100,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,11,50,3,0
61201,15,1200,NPIPD penalties True,sum,3721.0,-160,,12,3,0,0,11,50,3,0
61301,15,1300,NPIPD penalties True,sum,3721.0,-160,,11,1,0,0,11,50,3,0
61401,15,1400,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,11,50,3,0
61501,15,1500,NPIPD penalties True,sum,3721.0,-160,,13,2,0,0,11,50,3,0
61601,15,1600,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
61701,15,1700,NPIPD penalties True,sum,3721.0,-160,,12,2,0,0,11,50,3,0
61801,15,1800,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
61901,15,1900,NPIPD penalties True,sum,3721.0,-160,,12,1,0,0,11,50,3,0
62001,15,2000,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
62101,15,2100,NPIPD penalties True,sum,3721.0,-160,,12,3,0,0,11,50,3,0
62201,15,2200,NPIPD penalties True,sum,3721.0,-160,,11,3,0,0,11,50,3,0
62301,15,2300,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
62401,15,2400,NPIPD penalties True,sum,3721.0,-160,,12,2,0,0,11,50,3,0
62501,15,2500,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
62601,15,2600,NPIPD penalties True,sum,3721.0,-160,,13,2,0,0,11,50,3,0
62701,15,2700,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,11,50,3,0
62801,15,2800,NPIPD penalties True,sum,3721.0,-160,,12,3,0,0,11,50,3,0
62901,15,2900,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,11,50,3,0
63001,15,3000,NPIPD penalties True,sum,3721.0,-160,,11,1,0,0,11,50,3,0
63101,15,3100,NPIPD penalties True,sum,3721.0,-160,,12,1,0,0,11,50,3,0
63201,15,3200,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,11,50,3,0
63301,15,3300,NPIPD penalties True,sum,3721.0,-160,,11,1,0,0,11,50,3,0
63401,15,3400,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
63501,15,3500,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
63601,15,3600,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
63701,15,3700,NPIPD penalties True,sum,3721.0,-160,,12,2,0,0,11,50,3,0
63801,15,3800,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
63901,15,3900,NPIPD penalties True,sum,3721.0,-160,,13,2,0,0,11,50,3,0
64000,15,3999,NPIPD penalties True,sum,3721.0,-160,,13,3,0,0,11,50,3,0
64001,16,0,NPIPD penalties True,sum,1089.0,-160,,10,6,9,7,13,11,13,11
64101,16,100,NPIPD penalties True,sum,841.0,-160,,8,9,12,9,11,6,10,16
64201,16,200,NPIPD penalties True,sum,484.0,-160,,5,20,3,8,5,14,9,25
64301,16,300,NPIPD penalties True,sum,676.0,-160,,6,18,6,5,7,13,6,27
64401,16,400,NPIPD penalties True,sum,784.0,-160,,6,21,2,1,8,18,3,32
64501,16,500,NPIPD penalties True,sum,1936.0,-160,,7,14,0,0,9,35,3,17
64601,16,600,NPIPD penalties True,sum,2916.0,-160,,13,6,0,0,12,42,4,6
64701,16,700,NPIPD penalties True,sum,3025.0,-160,,13,6,0,0,13,42,4,5
64801,16,800,NPIPD penalties True,sum,3136.0,-160,,15,5,0,0,14,42,4,4
64901,16,900,NPIPD penalties True,sum,3136.0,-160,,15,5,0,0,14,42,4,4
65001,16,1000,NPIPD penalties True,sum,3136.0,-160,,12,4,0,0,14,42,4,4
65101,16,1100,NPIPD penalties True,sum,3136.0,-160,,17,8,0,0,14,42,4,4
65201,16,1200,NPIPD penalties True,sum,3249.0,-160,,16,5,0,0,15,42,4,3
65301,16,1300,NPIPD penalties True,sum,3249.0,-160,,14,5,0,0,15,42,4,3
65401,16,1400,NPIPD penalties True,sum,3249.0,-160,,15,5,0,0,15,42,4,3
65501,16,1500,NPIPD penalties True,sum,3249.0,-160,,15,4,0,0,15,42,4,3
65601,16,1600,NPIPD penalties True,sum,3249.0,-160,,16,6,0,0,15,42,4,3
65701,16,1700,NPIPD penalties True,sum,3364.0,-160,,16,3,0,0,16,42,4,2
65801,16,1800,NPIPD penalties True,sum,3364.0,-160,,18,6,0,0,16,42,4,2
65901,16,1900,NPIPD penalties True,sum,3364.0,-160,,18,5,0,0,16,42,4,2
66001,16,2000,NPIPD penalties True,sum,3364.0,-160,,16,4,0,0,16,42,4,2
66101,16,2100,NPIPD penalties True,sum,3364.0,-160,,15,3,0,0,16,42,4,2
66201,16,2200,NPIPD penalties True,sum,3364.0,-160,,15,4,0,0,16,42,4,2
66301,16,2300,NPIPD penalties True,sum,3364.0,-160,,17,6,0,0,16,42,4,2
66401,16,2400,NPIPD penalties True,sum,3364.0,-160,,17,6,0,0,16,42,4,2
66501,16,2500,NPIPD penalties True,sum,3364.0,-160,,15,1,0,0,16,42,4,2
66601,16,2600,NPIPD penalties True,sum,3364.0,-160,,13,3,0,0,16,42,4,2
66701,16,2700,NPIPD penalties True,sum,3364.0,-160,,15,2,0,0,16,42,4,2
66801,16,2800,NPIPD penalties True,sum,3364.0,-160,,17,4,0,0,16,42,4,2
66901,16,2900,NPIPD penalties True,sum,3364.0,-160,,17,4,0,0,16,42,4,2
67001,16,3000,NPIPD penalties True,sum,3364.0,-160,,17,5,0,0,16,42,4,2
67101,16,3100,NPIPD penalties True,sum,3364.0,-160,,17,3,0,0,16,42,4,2
67201,16,3200,NPIPD penalties True,sum,3364.0,-160,,15,1,0,0,16,42,4,2
67301,16,3300,NPIPD penalties True,sum,3364.0,-160,,18,5,0,0,16,42,4,2
67401,16,3400,NPIPD penalties True,sum,3364.0,-160,,16,5,0,0,16,42,4,2
67501,16,3500,NPIPD penalties True,sum,3364.0,-160,,17,4,0,0,16,42,4,2
67601,16,3600,NPIPD penalties True,sum,3364.0,-160,,15,4,0,0,16,42,4,2
67701,16,3700,NPIPD penalties True,sum,3364.0,-160,,17,5,0,0,16,42,4,2
67801,16,3800,NPIPD penalties True,sum,3364.0,-160,,16,5,0,0,16,42,4,2
67901,16,3900,NPIPD penalties True,sum,3364.0,-160,,15,3,0,0,16,42,4,2
68000,16,3999,NPIPD penalties True,sum,3364.0,-160,,18,6,0,0,16,42,4,2
68001,17,0,NPIPD penalties True,sum,784.0,-160,,9,11,10,8,11,7,12,16
68101,17,100,NPIPD penalties True,sum,576.0,-160,,6,14,9,12,10,5,10,18
68201,17,200,NPIPD penalties True,sum,400.0,-160,,4,19,7,6,8,5,9,29
68301,17,300,NPIPD penalties True,sum,529.0,-160,,6,18,5,8,6,12,8,25
68401,17,400,NPIPD penalties True,sum,676.0,-160,,2,22,1,1,5,20,1,36
68501,17,500,NPIPD penalties True,sum,2601.0,-160,,4,10,0,0,6,45,1,12
68601,17,600,NPIPD penalties True,sum,3600.0,-160,,11,3,0,0,10,50,2,2
68701,17,700,NPIPD penalties True,sum,3721.0,-160,,9,3,0,0,10,51,2,1
68801,17,800,NPIPD penalties True,sum,3721.0,-160,,11,3,0,0,10,51,2,1
68901,17,900,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
69001,17,1000,NPIPD penalties True,sum,3844.0,-160,,9,0,0,0,10,52,2,0
69101,17,1100,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
69201,17,1200,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
69301,17,1300,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
69401,17,1400,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
69501,17,1500,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
69601,17,1600,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
69701,17,1700,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
69801,17,1800,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
69901,17,1900,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
70001,17,2000,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
70101,17,2100,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
70201,17,2200,NPIPD penalties True,sum,3844.0,-160,,8,0,0,0,10,52,2,0
70301,17,2300,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
70401,17,2400,NPIPD penalties True,sum,3844.0,-160,,10,2,0,0,10,52,2,0
70501,17,2500,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
70601,17,2600,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
70701,17,2700,NPIPD penalties True,sum,3844.0,-160,,8,1,0,0,10,52,2,0
70801,17,2800,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
70901,17,2900,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
71001,17,3000,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,10,52,2,0
71101,17,3100,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
71201,17,3200,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
71301,17,3300,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
71401,17,3400,NPIPD penalties True,sum,3844.0,-160,,10,1,0,0,10,52,2,0
71501,17,3500,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
71601,17,3600,NPIPD penalties True,sum,3844.0,-160,,9,2,0,0,10,52,2,0
71701,17,3700,NPIPD penalties True,sum,3844.0,-160,,11,1,0,0,10,52,2,0
71801,17,3800,NPIPD penalties True,sum,3844.0,-160,,9,0,0,0,10,52,2,0
71901,17,3900,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
72000,17,3999,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,10,52,2,0
72001,18,0,NPIPD penalties True,sum,784.0,-160,,8,8,12,10,8,8,15,11
72101,18,100,NPIPD penalties True,sum,625.0,-160,,10,15,9,7,5,11,17,15
72201,18,200,NPIPD penalties True,sum,441.0,-160,,9,17,7,2,7,7,15,26
72301,18,300,NPIPD penalties True,sum,441.0,-160,,3,20,5,3,6,10,8,32
72401,18,400,NPIPD penalties True,sum,625.0,-160,,2,26,1,4,2,22,2,33
72501,18,500,NPIPD penalties True,sum,3481.0,-160,,8,5,0,0,8,51,1,4
72601,18,600,NPIPD penalties True,sum,3721.0,-160,,8,2,0,0,9,52,1,2
72701,18,700,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,10,53,1,0
72801,18,800,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
72901,18,900,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
73001,18,1000,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
73101,18,1100,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
73201,18,1200,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
73301,18,1300,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
73401,18,1400,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
73501,18,1500,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
73601,18,1600,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
73701,18,1700,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
73801,18,1800,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
73901,18,1900,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
74001,18,2000,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
74101,18,2100,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
74201,18,2200,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
74301,18,2300,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,10,53,1,0
74401,18,2400,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
74501,18,2500,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
74601,18,2600,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
74701,18,2700,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,10,53,1,0
74801,18,2800,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
74901,18,2900,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
75001,18,3000,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
75101,18,3100,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
75201,18,3200,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
75301,18,3300,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
75401,18,3400,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,10,53,1,0
75501,18,3500,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,10,53,1,0
75601,18,3600,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,10,53,1,0
75701,18,3700,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,10,53,1,0
75801,18,3800,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
75901,18,3900,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,10,53,1,0
76000,18,3999,NPIPD penalties True,sum,3969.0,-160,,9,0,0,0,10,53,1,0
76001,19,0,NPIPD penalties True,sum,961.0,-160,,11,12,9,9,8,14,11,13
76101,19,100,NPIPD penalties True,sum,625.0,-160,,10,14,6,8,9,10,16,15
76201,19,200,NPIPD penalties True,sum,324.0,-160,,3,23,6,7,2,10,6,33
76301,19,300,NPIPD penalties True,sum,784.0,-160,,6,19,4,2,8,16,8,26
76401,19,400,NPIPD penalties True,sum,784.0,-160,,4,26,0,3,4,24,2,31
76501,19,500,NPIPD penalties True,sum,3249.0,-160,,8,5,0,0,8,49,1,6
76601,19,600,NPIPD penalties True,sum,3844.0,-160,,7,2,0,0,8,54,1,1
76701,19,700,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
76801,19,800,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
76901,19,900,NPIPD penalties True,sum,3969.0,-160,,9,0,0,0,9,54,1,0
77001,19,1000,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
77101,19,1100,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,9,54,1,0
77201,19,1200,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
77301,19,1300,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
77401,19,1400,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
77501,19,1500,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
77601,19,1600,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
77701,19,1700,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
77801,19,1800,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
77901,19,1900,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
78001,19,2000,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
78101,19,2100,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
78201,19,2200,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
78301,19,2300,NPIPD penalties True,sum,3969.0,-160,,7,0,0,0,9,54,1,0
78401,19,2400,NPIPD penalties True,sum,3969.0,-160,,8,1,0,0,9,54,1,0
78501,19,2500,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
78601,19,2600,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
78701,19,2700,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
78801,19,2800,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
78901,19,2900,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79001,19,3000,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79101,19,3100,NPIPD penalties True,sum,3969.0,-160,,9,0,0,0,9,54,1,0
79201,19,3200,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79301,19,3300,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79401,19,3400,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79501,19,3500,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79601,19,3600,NPIPD penalties True,sum,3969.0,-160,,9,0,0,0,9,54,1,0
79701,19,3700,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,9,54,1,0
79801,19,3800,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
79901,19,3900,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
80000,19,3999,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,9,54,1,0
80001,20,0,NPIPD penalties True,sum,1225.0,-160,,9,12,12,12,12,11,5,12
80101,20,100,NPIPD penalties True,sum,676.0,-160,,9,14,6,10,10,10,11,17
80201,20,200,NPIPD penalties True,sum,784.0,-160,,4,17,8,4,6,14,5,27
80301,20,300,NPIPD penalties True,sum,841.0,-160,,1,18,7,7,5,17,3,25
80401,20,400,NPIPD penalties True,sum,961.0,-160,,3,18,2,0,7,22,1,32
80501,20,500,NPIPD penalties True,sum,2809.0,-160,,9,8,0,0,12,41,2,9
80601,20,600,NPIPD penalties True,sum,3249.0,-160,,10,4,0,0,13,44,2,5
80701,20,700,NPIPD penalties True,sum,3364.0,-160,,12,3,0,0,13,45,2,4
80801,20,800,NPIPD penalties True,sum,3721.0,-160,,14,3,0,0,13,48,2,1
80901,20,900,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
81001,20,1000,NPIPD penalties True,sum,3844.0,-160,,14,1,0,0,13,49,2,0
81101,20,1100,NPIPD penalties True,sum,3844.0,-160,,14,1,0,0,13,49,2,0
81201,20,1200,NPIPD penalties True,sum,3844.0,-160,,13,2,0,0,13,49,2,0
81301,20,1300,NPIPD penalties True,sum,3844.0,-160,,12,1,0,0,13,49,2,0
81401,20,1400,NPIPD penalties True,sum,3844.0,-160,,13,2,0,0,13,49,2,0
81501,20,1500,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,13,49,2,0
81601,20,1600,NPIPD penalties True,sum,3844.0,-160,,12,2,0,0,13,49,2,0
81701,20,1700,NPIPD penalties True,sum,3844.0,-160,,13,2,0,0,13,49,2,0
81801,20,1800,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
81901,20,1900,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
82001,20,2000,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
82101,20,2100,NPIPD penalties True,sum,3844.0,-160,,14,1,0,0,13,49,2,0
82201,20,2200,NPIPD penalties True,sum,3844.0,-160,,14,2,0,0,13,49,2,0
82301,20,2300,NPIPD penalties True,sum,3844.0,-160,,11,2,0,0,13,49,2,0
82401,20,2400,NPIPD penalties True,sum,3844.0,-160,,14,2,0,0,13,49,2,0
82501,20,2500,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
82601,20,2600,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
82701,20,2700,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
82801,20,2800,NPIPD penalties True,sum,3844.0,-160,,14,2,0,0,13,49,2,0
82901,20,2900,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
83001,20,3000,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
83101,20,3100,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
83201,20,3200,NPIPD penalties True,sum,3844.0,-160,,13,1,0,0,13,49,2,0
83301,20,3300,NPIPD penalties True,sum,3844.0,-160,,14,1,0,0,13,49,2,0
83401,20,3400,NPIPD penalties True,sum,3844.0,-160,,12,1,0,0,13,49,2,0
83501,20,3500,NPIPD penalties True,sum,3844.0,-160,,13,2,0,0,13,49,2,0
83601,20,3600,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
83701,20,3700,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
83801,20,3800,NPIPD penalties True,sum,3844.0,-160,,15,2,0,0,13,49,2,0
83901,20,3900,NPIPD penalties True,sum,3844.0,-160,,14,2,0,0,13,49,2,0
84000,20,3999,NPIPD penalties True,sum,3844.0,-160,,13,2,0,0,13,49,2,0
84001,21,0,NPIPD penalties True,sum,625.0,-160,,8,12,6,6,12,7,14,19
84101,21,100,NPIPD penalties True,sum,1089.0,-160,,8,13,11,9,9,13,7,15
84201,21,200,NPIPD penalties True,sum,625.0,-160,,4,16,7,8,8,10,7,24
84301,21,300,NPIPD penalties True,sum,400.0,-160,,2,21,4,9,3,13,3,32
84401,21,400,NPIPD penalties True,sum,576.0,-160,,1,21,1,2,7,16,1,37
84501,21,500,NPIPD penalties True,sum,2401.0,-160,,7,12,0,0,9,40,0,15
84601,21,600,NPIPD penalties True,sum,3600.0,-160,,9,2,0,0,10,50,1,3
84701,21,700,NPIPD penalties True,sum,3844.0,-160,,9,2,0,0,11,51,1,1
84801,21,800,NPIPD penalties True,sum,3969.0,-160,,12,1,0,0,11,52,1,0
84901,21,900,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,11,52,1,0
85001,21,1000,NPIPD penalties True,sum,3969.0,-160,,12,1,0,0,11,52,1,0
85101,21,1100,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
85201,21,1200,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
85301,21,1300,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,11,52,1,0
85401,21,1400,NPIPD penalties True,sum,3969.0,-160,,12,1,0,0,11,52,1,0
85501,21,1500,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,11,52,1,0
85601,21,1600,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
85701,21,1700,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
85801,21,1800,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,11,52,1,0
85901,21,1900,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
86001,21,2000,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
86101,21,2100,NPIPD penalties True,sum,3969.0,-160,,12,1,0,0,11,52,1,0
86201,21,2200,NPIPD penalties True,sum,3969.0,-160,,9,0,0,0,11,52,1,0
86301,21,2300,NPIPD penalties True,sum,3969.0,-160,,12,1,0,0,11,52,1,0
86401,21,2400,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
86501,21,2500,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
86601,21,2600,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
86701,21,2700,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
86801,21,2800,NPIPD penalties True,sum,3969.0,-160,,10,0,0,0,11,52,1,0
86901,21,2900,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
87001,21,3000,NPIPD penalties True,sum,3969.0,-160,,9,1,0,0,11,52,1,0
87101,21,3100,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,11,52,1,0
87201,21,3200,NPIPD penalties True,sum,3969.0,-160,,11,0,0,0,11,52,1,0
87301,21,3300,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
87401,21,3400,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,11,52,1,0
87501,21,3500,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
87601,21,3600,NPIPD penalties True,sum,3969.0,-160,,12,1,0,0,11,52,1,0
87701,21,3700,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
87801,21,3800,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,11,52,1,0
87901,21,3900,NPIPD penalties True,sum,3969.0,-160,,10,1,0,0,11,52,1,0
88000,21,3999,NPIPD penalties True,sum,3969.0,-160,,11,1,0,0,11,52,1,0
88001,22,0,NPIPD penalties True,sum,1156.0,-160,,12,11,9,7,9,16,15,8
88101,22,100,NPIPD penalties True,sum,729.0,-160,,6,17,13,9,3,11,11,17
88201,22,200,NPIPD penalties True,sum,484.0,-160,,8,18,5,5,9,8,13,24
88301,22,300,NPIPD penalties True,sum,400.0,-160,,1,19,5,4,7,8,6,34
88401,22,400,NPIPD penalties True,sum,625.0,-160,,3,24,1,5,5,19,2,32
88501,22,500,NPIPD penalties True,sum,3025.0,-160,,8,9,0,0,8,47,1,8
88601,22,600,NPIPD penalties True,sum,3721.0,-160,,9,3,0,0,8,53,2,1
88701,22,700,NPIPD penalties True,sum,3844.0,-160,,9,1,0,0,8,54,2,0
88801,22,800,NPIPD penalties True,sum,3844.0,-160,,10,2,0,0,8,54,2,0
